rank,team,team_id,conference,conf_rank,record,home_record,away_record,cage_em,cage_o,cage_d,cage_t,barthag,wab,expected_win_pct,actual_win_pct,luck,sos,q1_record,q2_record,q3_record,q4_record,q1_wpct,best_win_net,bad_loss_count,cage_power_index,eff_grade,resume_score,suffocation,momentum,clutch_rating,consistency_score,off_identity,tourney_readiness,star_risk,dna_score,floor_em,ceiling_em,trend_arrow,trend_numeric,offensive_archetype,home_road_delta_pct,regression_risk,star_danger,three_pct_gap,efg_pct,opp_efg_pct,tov_pct,orb_pct,drb_pct,ftr,three_par,three_pct,ft_pct,close_wpct,net_rtg_l5,net_rtg_l10,updated_at,conference_name
17,App State Mountaineers,2026,Mid-Eastern Athletic Conference,2,1-1,1-1,0-0,35.0,132.0,97.0,68.0,0.9719,0.09,0.893,0.5,0.0,1.65,0-0,0-1,1-0,0-0,,-2.9,0.0,76.3,A+,53.0,70.1,0.0,28.6,100.0,,,,,23.0,47.0,→ FLAT,0.0,balanced,50.0,0,0,0.0,58.8,51.7,17.1,24.3,75.7,72.5,49.0,32.0,78.4,,-1.5,-1.5,2026-02-25 15:21 PST,Mid-Eastern Athletic Conference
18,UC San Diego Tritons,28,Atlantic 10,2,1-0,0-0,1-0,33.8,137.7,103.9,61.4,0.9623,0.87,0.581,1.0,0.0,15.2,1-0,0-0,0-0,0-0,1.0,15.2,0.0,76.4,A+,80.9,43.4,0.0,50.0,100.0,,,,,21.8,45.8,→ FLAT,0.0,perimeter,-100.0,0,0,,52.5,56.5,14.6,30.6,69.4,18.6,42.4,40.0,81.8,,,,2026-02-25 15:21 PST,Atlantic 10
19,Mount St. Mary's Mountaineers,116,Metro Atlantic Athletic Conference,2,2-0,2-0,0-0,32.3,111.7,79.4,64.9,0.9806,0.75,0.986,1.0,0.0,9.0,1-0,0-0,0-0,0-0,1.0,9.0,0.0,86.7,A+,69.7,80.1,0.0,73.2,100.0,,,,,20.3,44.3,→ FLAT,0.0,balanced,100.0,0,0,0.0,51.8,51.0,20.6,31.4,68.6,25.5,40.0,31.8,78.6,,18.8,18.8,2026-02-25 15:21 PST,Metro Atlantic Athletic Conference
20,Hofstra Pride,2275,Western Athletic Conference,1,2-0,1-0,1-0,30.3,128.0,97.7,64.9,0.9572,0.15,0.896,1.0,0.0,-13.6,0-0,0-0,0-0,1-0,,-13.6,0.0,79.4,A+,46.7,61.5,0.0,91.1,100.0,,,,,18.3,42.3,→ FLAT,0.0,perimeter,0.0,0,0,0.0,62.0,44.6,9.6,20.0,80.0,40.7,48.1,42.3,68.2,,58.5,58.5,2026-02-25 15:21 PST,Western Athletic Conference
21,Norfolk State Spartans,2450,Southern Conference,2,2-0,1-0,1-0,29.7,135.3,105.6,67.7,0.9453,0.74,0.939,1.0,0.0,8.35,1-0,0-0,0-0,0-0,1.0,8.4,0.0,76.2,A+,74.9,53.0,0.0,51.8,100.0,,,,66.5,17.7,41.7,→ FLAT,0.0,interior,0.0,0,0,0.0,68.5,52.0,18.8,28.0,72.0,38.9,33.3,55.6,76.2,,7.0,7.0,2026-02-25 15:21 PST,Southern Conference
22,Merrimack Warriors,2771,Metro Atlantic Athletic Conference,3,2-0,2-0,0-0,27.9,137.9,110.0,65.8,0.9308,0.79,0.566,1.0,0.0,10.6,1-0,0-0,0-0,0-0,1.0,10.6,0.0,72.4,A+,71.1,40.3,0.0,58.9,100.0,,,,,15.9,39.9,→ FLAT,0.0,balanced,100.0,0,0,0.0,50.0,45.2,5.5,18.8,81.2,44.4,52.4,33.3,89.3,,11.2,11.2,2026-02-25 15:21 PST,Metro Atlantic Athletic Conference
23,Longwood Lancers,2344,6,1,1-1,0-0,1-1,27.9,138.9,111.0,71.6,0.9295,0.82,0.777,0.5,0.0,12.2,1-0,0-0,0-0,0-0,1.0,12.2,0.0,66.5,A+,75.4,36.3,0.0,16.1,100.0,,,,50.9,15.9,39.9,→ FLAT,0.0,interior,-50.0,0,0,0.0,44.1,46.3,9.4,51.1,48.9,41.2,31.8,33.3,91.4,,-10.4,-10.4,2026-02-25 15:21 PST,6
24,Grambling Tigers,2755,Southwestern Athletic Conference,2,1-2,1-0,0-2,27.7,95.0,67.3,71.1,0.9814,-0.48,0.966,0.333,0.0,-11.7,0-0,0-0,0-1,1-0,,-22.0,0.0,80.6,A+,39.5,89.8,0.0,56.2,100.0,,,,48.0,15.7,39.7,→ FLAT,0.0,interior,100.0,0,0,0.0,58.7,46.0,25.4,18.4,81.6,59.6,25.0,38.5,71.0,,-13.2,-13.2,2026-02-25 15:21 PST,Southwestern Athletic Conference
25,Santa Clara Broncos,2541,America East Conference,1,1-0,0-0,1-0,25.9,109.8,83.9,70.3,0.9566,0.02,0.948,1.0,0.0,-8.52,0-0,0-0,0-0,1-0,,-31.5,0.0,79.4,A+,44.1,76.4,0.0,76.8,100.0,,,,,13.9,37.9,→ FLAT,0.0,balanced,-100.0,0,0,0.0,57.9,47.8,13.5,31.6,68.4,20.0,44.3,41.9,92.9,,28.4,28.4,2026-02-25 15:21 PST,America East Conference
26,Virginia Cavaliers,258,Big East,2,3-0,2-0,1-0,24.8,137.9,113.1,70.6,0.9072,1.54,0.989,1.0,0.0,19.8,1-0,1-0,0-0,0-0,1.0,38.1,0.0,77.6,A,90.6,59.4,0.0,51.8,100.0,,,,86.3,12.8,36.8,→ FLAT,0.0,perimeter,0.0,0,0,0.0,63.8,51.5,16.9,17.5,82.5,31.0,44.8,46.2,88.9,,18.9,18.9,2026-02-25 15:21 PST,Big East
27,Oklahoma State Cowboys,197,Southeastern Conference,1,1-2,1-1,0-1,24.5,129.5,105.0,72.5,0.9177,0.24,0.715,0.333,0.0,-9.05,0-0,0-0,0-0,1-0,,-9.0,0.0,68.6,A,45.0,54.6,0.0,46.4,100.0,,,,46.4,12.5,36.5,→ FLAT,0.0,interior,50.0,0,0,0.0,57.1,46.5,13.9,32.5,67.5,42.9,36.5,43.5,70.4,,-18.4,-18.4,2026-02-25 15:21 PST,Southeastern Conference
28,Howard Bison,47,Southern Conference,3,2-0,1-0,1-0,23.0,125.8,102.8,67.9,0.9107,0.29,0.99,1.0,0.0,-7.1,0-0,0-0,1-0,0-0,,-7.1,0.0,70.8,A,52.4,53.2,0.0,62.5,100.0,,,,81.9,11.0,35.0,→ FLAT,0.0,balanced,0.0,0,0,0.0,69.7,55.2,18.4,34.3,65.7,32.8,36.1,50.0,75.0,,45.6,45.6,2026-02-25 15:21 PST,Southern Conference
29,Weber State Wildcats,2692,Conference USA,1,2-0,2-0,0-0,22.7,130.3,107.6,66.9,0.9004,0.32,0.944,1.0,0.0,-6.0,0-0,0-0,1-0,0-0,,-6.0,0.0,67.8,A,47.7,51.5,0.0,51.8,100.0,,,,,10.7,34.7,→ FLAT,0.0,interior,100.0,0,0,0.0,67.0,55.2,16.4,26.5,73.5,37.5,32.1,50.0,81.0,,4.1,4.1,2026-02-25 15:21 PST,Conference USA
30,Northern Iowa Panthers,2460,Ohio Valley Conference,1,1-1,0-1,1-0,22.6,110.0,87.4,61.9,0.9337,-0.29,0.402,0.5,0.0,4.75,0-0,0-1,0-0,0-0,,,0.0,78.6,A,61.4,73.9,0.0,67.9,100.0,,,,50.5,10.6,34.6,→ FLAT,0.0,balanced,-100.0,0,0,0.0,48.1,49.2,23.0,34.6,65.4,17.3,32.7,23.5,77.8,,14.6,14.6,2026-02-25 15:21 PST,Ohio Valley Conference
31,Maryland Eastern Shore Hawks,2379,Southern Conference,4,0-2,0-1,0-1,22.3,104.3,82.0,70.6,0.9408,-0.41,0.266,0.0,0.0,3.0,0-0,0-1,0-0,0-0,,,0.0,73.1,A,54.7,65.6,0.0,48.2,100.0,,,,,10.3,34.3,→ FLAT,0.0,balanced,0.0,0,0,0.0,45.7,57.0,28.3,22.2,77.8,65.2,45.7,28.6,76.7,,-6.7,-6.7,2026-02-25 15:21 PST,Southern Conference
32,Chattanooga Mocs,236,Colonial Athletic Association,1,2-0,0-0,2-0,21.8,125.9,104.1,66.2,0.899,0.37,0.95,1.0,0.0,-4.2,0-0,0-0,1-0,0-0,,-4.2,0.0,73.9,A,55.0,74.9,0.0,48.2,100.0,,,,76.0,9.8,33.8,→ FLAT,0.0,perimeter,-100.0,0,0,0.0,74.1,50.0,19.9,12.5,87.5,31.5,53.7,48.3,76.5,,6.3,6.3,2026-02-25 15:21 PST,Colonial Athletic Association
33,Troy Trojans,2653,Mid-Eastern Athletic Conference,3,2-1,1-0,1-1,21.7,128.7,107.0,62.7,0.8932,-0.44,0.961,0.667,0.0,-7.63,0-0,0-0,1-0,0-1,,-6.6,1.0,66.7,A,47.1,50.9,0.0,49.1,100.0,,,,48.2,9.7,33.7,→ FLAT,0.0,interior,50.0,0,0,0.0,57.0,53.4,17.7,41.2,58.8,48.0,36.0,38.9,87.5,,-8.9,-8.9,2026-02-25 15:21 PST,Mid-Eastern Athletic Conference
34,UNLV Rebels,2439,Independents,1,1-1,0-1,1-0,20.7,102.1,81.4,64.4,0.9312,0.0,0.976,0.5,0.0,-24.17,0-0,0-0,0-0,1-0,,-51.8,0.0,73.8,A,28.9,76.0,0.0,72.3,100.0,,,,,8.7,32.7,→ FLAT,0.0,balanced,-100.0,0,0,0.0,67.5,46.0,6.0,10.3,89.7,21.7,30.0,50.0,76.9,,15.0,15.0,2026-02-25 15:21 PST,Independents
35,Chicago State Cougars,2130,Sun Belt Conference,1,1-1,1-1,0-0,20.0,109.4,89.4,61.6,0.9107,0.54,0.974,0.5,0.0,1.4,0-0,1-0,0-0,0-0,,1.4,0.0,66.7,A,54.2,44.4,0.0,51.8,100.0,,,,,8.0,32.0,→ FLAT,0.0,balanced,50.0,0,0,0.0,48.4,56.6,8.2,29.7,70.3,19.4,45.2,28.6,83.3,,-1.9,-1.9,2026-02-25 15:21 PST,Sun Belt Conference
36,Maine Black Bears,311,Atlantic Coast Conference,3,1-0,0-0,1-0,19.8,87.9,68.1,63.4,0.9496,0.02,0.641,1.0,0.0,-31.3,0-0,0-0,0-0,1-0,,-31.3,0.0,76.7,A,31.1,96.9,0.0,50.0,100.0,,,,,7.8,31.8,→ FLAT,0.0,balanced,-100.0,0,0,,48.9,36.4,17.3,9.7,90.3,53.3,42.2,21.1,70.8,,,,2026-02-25 15:21 PST,Atlantic Coast Conference
37,Murray State Racers,93,Ohio Valley Conference,2,1-1,1-0,0-1,19.8,95.7,75.9,70.1,0.935,0.0,0.863,0.5,0.0,-59.8,0-0,0-0,0-0,1-0,,-59.8,0.0,59.2,A,0.3,56.4,0.0,33.9,100.0,,,,19.5,7.8,31.8,→ FLAT,0.0,perimeter,100.0,0,0,0.0,53.3,39.4,11.4,24.3,75.7,43.3,60.0,38.9,92.3,,-26.5,-26.5,2026-02-25 15:21 PST,Ohio Valley Conference
38,SMU Mustangs,2567,Big East,3,2-0,2-0,0-0,19.1,131.8,112.7,64.8,0.8582,0.19,0.967,1.0,0.0,-1.5,0-0,0-0,0-0,1-0,,-11.8,0.0,68.4,A,48.5,51.4,0.0,74.1,100.0,,,,,7.1,31.1,→ FLAT,0.0,balanced,100.0,0,0,0.0,62.3,48.4,6.2,30.0,70.0,41.0,39.3,33.3,72.0,,25.4,25.4,2026-02-25 15:21 PST,Big East
39,Fairleigh Dickinson Knights,161,Sun Belt Conference,2,1-1,0-1,1-0,18.9,146.0,127.1,65.8,0.8312,-0.08,0.269,0.5,0.0,19.9,0-1,0-0,0-0,0-0,0.0,,0.0,69.6,A,70.1,59.9,0.0,48.2,100.0,,,,78.3,6.9,30.9,→ FLAT,0.0,perimeter,-100.0,0,0,0.0,58.9,45.1,15.7,32.1,67.9,26.8,39.3,36.4,73.3,,2.0,2.0,2026-02-25 15:21 PST,Sun Belt Conference
40,Davidson Wildcats,2166,Big Ten,3,1-1,1-0,0-1,18.5,113.1,94.6,63.1,0.8864,-0.36,0.32,0.5,0.0,-2.1,0-0,0-1,0-0,0-0,,,0.0,70.8,A,51.7,71.9,0.0,44.6,100.0,,,,,6.5,30.5,→ FLAT,0.0,balanced,100.0,0,0,0.0,54.0,46.7,23.3,33.3,66.7,32.0,44.0,45.5,31.2,0.5,-1.7,-1.7,2026-02-25 15:21 PST,Big Ten
41,Iowa State Cyclones,66,Southeastern Conference,2,2-1,1-0,1-1,18.0,108.9,90.9,69.9,0.8887,-0.21,0.94,0.667,0.0,-4.1,0-0,1-0,0-0,0-1,,2.5,1.0,68.8,A,51.9,61.7,0.0,49.1,100.0,,,,49.2,6.0,30.0,→ FLAT,0.0,balanced,50.0,0,0,0.0,53.4,49.0,13.3,25.0,75.0,30.5,39.0,30.4,66.7,,-4.8,-4.8,2026-02-25 15:21 PST,Southeastern Conference
42,Richmond Spiders,257,Big Ten,4,1-1,1-0,0-1,17.6,137.9,120.3,68.0,0.8278,0.25,0.645,0.5,0.0,-8.7,0-0,0-0,0-0,1-0,,-8.7,0.0,68.6,A-,45.3,64.8,0.0,66.1,100.0,,,,80.7,5.6,29.6,→ FLAT,0.0,perimeter,100.0,0,0,0.0,68.4,42.8,12.4,20.7,79.3,49.1,54.4,45.2,75.0,,-3.2,-3.2,2026-02-25 15:21 PST,Big Ten
43,South Dakota State Jackrabbits,2571,Big Ten,2,1-1,1-1,0-0,17.4,154.4,137.0,60.5,0.7982,0.92,0.742,0.5,0.0,19.5,1-0,0-0,0-0,0-0,1.0,19.5,0.0,63.8,A-,78.9,40.3,0.0,41.1,100.0,,,,,5.4,29.4,→ FLAT,0.0,perimeter,50.0,0,0,0.0,59.3,49.2,12.5,35.0,65.0,42.4,49.2,48.3,84.0,,-12.3,-12.3,2026-02-25 15:21 PST,Big Ten
44,Marquette Golden Eagles,269,Big 12,1,1-1,0-1,1-0,16.7,110.1,93.4,66.7,0.869,0.32,0.938,0.5,0.0,-6.2,0-0,0-0,1-0,0-0,,-6.2,0.0,71.0,A-,53.2,70.5,0.0,55.4,100.0,,,,,4.7,28.7,→ FLAT,0.0,balanced,-100.0,0,0,0.0,57.4,46.3,13.9,32.3,67.7,18.0,39.3,33.3,54.5,,-8.8,-8.8,2026-02-25 15:21 PST,Big 12
45,Florida A&M Rattlers,50,Southwestern Athletic Conference,3,2-1,1-1,1-0,16.6,117.4,100.8,65.4,0.8524,0.82,0.896,0.667,0.0,18.5,1-1,0-0,0-0,0-0,0.5,17.7,0.0,74.4,A-,79.7,74.1,0.0,46.4,100.0,,,,74.4,4.6,28.6,→ FLAT,0.0,interior,-50.0,0,0,0.0,53.6,53.9,20.2,26.1,73.9,50.9,36.4,25.0,60.7,,4.0,4.0,2026-02-25 15:21 PST,Southwestern Athletic Conference
46,Utah Tech Trailblazers,3101,Atlantic Sun Conference,3,1-1,0-0,1-1,16.6,130.0,113.4,63.9,0.8279,0.65,0.771,0.5,0.0,5.1,0-0,1-0,0-0,0-0,,5.1,0.0,63.6,A-,60.3,49.7,0.0,39.3,100.0,,,,39.1,4.6,28.6,→ FLAT,0.0,perimeter,-50.0,0,0,0.0,57.3,51.2,17.2,29.7,70.3,36.4,52.7,37.9,85.0,,-22.0,-22.0,2026-02-25 15:21 PST,Atlantic Sun Conference
47,UCLA Bruins,26,Pac-12,2,2-1,2-0,0-1,16.3,103.3,87.0,64.7,0.8781,1.04,0.956,0.667,0.0,12.97,1-0,0-0,0-0,1-0,1.0,51.8,0.0,75.4,A-,85.1,67.6,0.0,53.6,100.0,,,,28.9,4.3,28.3,→ FLAT,0.0,balanced,100.0,0,0,0.0,54.8,52.6,7.6,25.8,74.2,22.2,31.7,35.0,85.7,,-17.2,-17.2,2026-02-25 15:21 PST,Pac-12
48,Le Moyne Dolphins,2330,Sun Belt Conference,3,0-2,0-0,0-2,15.9,100.7,84.8,69.6,0.8783,-0.92,0.193,0.0,0.0,-20.0,0-0,0-0,0-0,0-1,,,1.0,71.0,A-,39.2,78.9,0.0,57.1,100.0,,,,48.2,3.9,27.9,→ FLAT,0.0,balanced,0.0,0,0,0.0,48.1,40.4,19.8,24.2,75.8,44.4,50.0,29.6,66.7,,-1.5,-1.5,2026-02-25 15:21 PST,Sun Belt Conference
49,Dayton Flyers,2168,Big Ten,5,3-0,2-0,1-0,15.8,112.2,96.4,63.4,0.8514,1.2,0.924,1.0,0.0,3.32,0-0,2-0,0-0,0-0,,5.2,0.0,69.0,A-,62.2,54.7,0.0,65.2,100.0,,,,68.5,3.8,27.8,→ FLAT,0.0,perimeter,0.0,0,0,0.0,54.9,53.3,14.6,16.7,83.3,54.9,39.2,40.0,75.0,,21.6,21.6,2026-02-25 15:21 PST,Big Ten
50,Charleston Cougars,232,Western Athletic Conference,2,2-0,1-0,1-0,15.7,102.1,86.4,64.8,0.8721,0.15,0.864,1.0,0.0,-13.9,0-0,0-0,0-0,1-0,,-13.9,0.0,70.2,A-,46.5,77.5,0.0,46.4,100.0,,,,62.0,3.7,27.7,→ FLAT,0.0,interior,0.0,0,0,0.0,50.0,46.3,11.8,25.7,74.3,37.3,28.8,29.4,68.2,,20.6,20.6,2026-02-25 15:21 PST,Western Athletic Conference
51,Tennessee Tech Golden Eagles,2635,Southland Conference,3,2-0,2-0,0-0,15.1,101.0,85.9,60.2,0.8656,0.19,0.936,1.0,0.0,-11.4,0-0,0-0,0-0,1-0,,-11.4,0.0,71.2,A-,42.9,72.4,0.0,71.4,100.0,,,,,3.1,27.1,→ FLAT,0.0,perimeter,100.0,0,0,0.0,53.7,53.4,16.9,18.4,81.6,29.6,38.9,38.1,87.5,,15.1,15.1,2026-02-25 15:21 PST,Southland Conference
52,Charlotte 49ers,2429,Atlantic Coast Conference,4,1-1,1-0,0-1,15.1,102.6,87.5,56.8,0.8619,0.39,0.903,0.5,0.0,-3.7,0-0,0-0,1-0,0-0,,-3.5,0.0,67.0,A-,49.8,58.9,0.0,56.2,100.0,,,,29.9,3.1,27.1,→ FLAT,0.0,balanced,100.0,0,0,0.0,45.2,46.9,12.5,32.6,67.4,25.4,41.3,26.9,68.8,,5.6,5.6,2026-02-25 15:21 PST,Atlantic Coast Conference
53,Providence Friars,2507,Big 12,2,1-0,0-0,1-0,15.0,123.3,108.3,67.1,0.8163,0.91,0.622,1.0,0.0,6.48,1-0,0-0,0-0,0-0,1.0,18.6,0.0,71.3,A-,76.9,68.3,0.0,50.0,100.0,,,,,3.0,27.0,→ FLAT,0.0,balanced,-100.0,0,0,0.0,59.2,51.2,27.6,26.8,73.2,42.9,32.7,50.0,61.9,,4.6,4.6,2026-02-25 15:21 PST,Big 12
54,Rider Broncs,2520,Metro Atlantic Athletic Conference,4,1-1,1-1,0-0,13.6,101.6,88.0,62.9,0.8392,0.09,0.709,0.5,0.0,-18.7,0-0,0-0,0-0,1-0,,-18.7,0.0,64.8,A-,36.5,63.4,0.0,57.1,100.0,,,,,1.6,25.6,→ FLAT,0.0,balanced,50.0,0,0,0.0,47.3,40.2,17.8,36.4,63.6,32.7,21.8,33.3,83.3,,-9.0,-9.0,2026-02-25 15:21 PST,Metro Atlantic Athletic Conference
55,Eastern Washington Eagles,331,Conference USA,2,2-0,0-0,2-0,13.3,106.8,93.5,65.5,0.8219,0.86,0.906,1.0,0.0,14.6,1-0,0-0,0-0,0-0,1.0,14.6,0.0,66.5,A-,80.4,57.1,0.0,32.1,100.0,,,,59.5,1.3,25.3,→ FLAT,0.0,interior,-100.0,0,0,0.0,47.2,53.4,18.3,21.4,78.6,41.5,28.3,26.7,77.3,,11.0,11.0,2026-02-25 15:21 PST,Conference USA
